"Strains","row_id","Plate","PD2_blank","PD2Ca_blank","Variable","OD","Treatment","Day","Dataset"
"TemeculaL",14,2,0.105833333333333,0.104833333333333,"X9",0.0241666666666667,"PD2+Ca",2,"Set A"
"TemeculaL",14,2,0.105833333333333,0.104833333333333,"X10",0.0221666666666667,"PD2+Ca",2,"Set A"
"TemeculaL",14,2,0.105833333333333,0.104833333333333,"X11",0.0221666666666667,"PD2+Ca",2,"Set A"
"TemeculaL",14,2,0.105833333333333,0.104833333333333,"X12",0.0201666666666667,"PD2+Ca",2,"Set A"
"IVIA53872",15,2,0.105833333333333,0.104833333333333,"X1",0.0901666666666667,"PD2",2,"Set A"
"IVIA53872",15,2,0.105833333333333,0.104833333333333,"X2",0.0871666666666667,"PD2",2,"Set A"
"IVIA53872",15,2,0.105833333333333,0.104833333333333,"X3",0.0921666666666667,"PD2",2,"Set A"
"IVIA53872",15,2,0.105833333333333,0.104833333333333,"X4",0.0991666666666667,"PD2",2,"Set A"
"IVIA53872",15,2,0.105833333333333,0.104833333333333,"X5",0.103166666666667,"PD2",2,"Set A"
"IVIA53872",15,2,0.105833333333333,0.104833333333333,"X6",0.115166666666667,"PD2",2,"Set A"
"IVIA53872",15,2,0.105833333333333,0.104833333333333,"X7",0.142166666666667,"PD2+Ca",2,"Set A"
"IVIA53872",15,2,0.105833333333333,0.104833333333333,"X8",0.143166666666667,"PD2+Ca",2,"Set A"
"IVIA53872",15,2,0.105833333333333,0.104833333333333,"X9",0.136166666666667,"PD2+Ca",2,"Set A"
"IVIA53872",15,2,0.105833333333333,0.104833333333333,"X10",0.118166666666667,"PD2+Ca",2,"Set A"
"IVIA53872",15,2,0.105833333333333,0.104833333333333,"X11",0.104166666666667,"PD2+Ca",2,"Set A"
"IVIA53872",15,2,0.105833333333333,0.104833333333333,"X12",0.103166666666667,"PD2+Ca",2,"Set A"
"XF3348",16,2,0.105833333333333,0.104833333333333,"X1",0.0301666666666667,"PD2",2,"Set A"
"XF3348",16,2,0.105833333333333,0.104833333333333,"X2",0.0261666666666667,"PD2",2,"Set A"
"XF3348",16,2,0.105833333333333,0.104833333333333,"X3",0.0381666666666667,"PD2",2,"Set A"
"XF3348",16,2,0.105833333333333,0.104833333333333,"X4",0.0401666666666667,"PD2",2,"Set A"
"XF3348",16,2,0.105833333333333,0.104833333333333,"X5",0.0431666666666667,"PD2",2,"Set A"
"XF3348",16,2,0.105833333333333,0.104833333333333,"X6",0.0491666666666667,"PD2",2,"Set A"
"XF3348",16,2,0.105833333333333,0.104833333333333,"X7",0.0291666666666667,"PD2+Ca",2,"Set A"
"XF3348",16,2,0.105833333333333,0.104833333333333,"X8",0.0241666666666667,"PD2+Ca",2,"Set A"
"XF3348",16,2,0.105833333333333,0.104833333333333,"X9",0.0271666666666667,"PD2+Ca",2,"Set A"
"XF3348",16,2,0.105833333333333,0.104833333333333,"X10",0.0431666666666667,"PD2+Ca",2,"Set A"
"XF3348",16,2,0.105833333333333,0.104833333333333,"X11",0.0291666666666667,"PD2+Ca",2,"Set A"
"XF3348",16,2,0.105833333333333,0.104833333333333,"X12",0.0201666666666667,"PD2+Ca",2,"Set A"
"IVIA5901",17,2,0.105833333333333,0.104833333333333,"X1",0.0121666666666667,"PD2",2,"Set A"
"IVIA5901",17,2,0.105833333333333,0.104833333333333,"X2",0.0131666666666667,"PD2",2,"Set A"
"IVIA5901",17,2,0.105833333333333,0.104833333333333,"X3",0.0121666666666667,"PD2",2,"Set A"
"IVIA5901",17,2,0.105833333333333,0.104833333333333,"X4",0.0111666666666667,"PD2",2,"Set A"
"IVIA5901",17,2,0.105833333333333,0.104833333333333,"X5",0.0111666666666667,"PD2",2,"Set A"
"IVIA5901",17,2,0.105833333333333,0.104833333333333,"X6",0.0111666666666667,"PD2",2,"Set A"
"IVIA5901",17,2,0.105833333333333,0.104833333333333,"X7",0.0101666666666667,"PD2+Ca",2,"Set A"
"IVIA5901",17,2,0.105833333333333,0.104833333333333,"X8",0.0101666666666667,"PD2+Ca",2,"Set A"
"IVIA5901",17,2,0.105833333333333,0.104833333333333,"X9",0.0111666666666667,"PD2+Ca",2,"Set A"
"IVIA5901",17,2,0.105833333333333,0.104833333333333,"X10",0.00916666666666667,"PD2+Ca",2,"Set A"
"IVIA5901",17,2,0.105833333333333,0.104833333333333,"X11",0.00916666666666667,"PD2+Ca",2,"Set A"
"IVIA5901",17,2,0.105833333333333,0.104833333333333,"X12",0.0111666666666667,"PD2+Ca",2,"Set A"
"WM1-1",22,3,0.106166666666667,0.106166666666667,"X1",0.0148333333333333,"PD2",2,"Set A"
"WM1-1",22,3,0.106166666666667,0.106166666666667,"X2",0.0108333333333333,"PD2",2,"Set A"
"WM1-1",22,3,0.106166666666667,0.106166666666667,"X3",0.0118333333333333,"PD2",2,"Set A"
"WM1-1",22,3,0.106166666666667,0.106166666666667,"X4",0.0138333333333333,"PD2",2,"Set A"
"WM1-1",22,3,0.106166666666667,0.106166666666667,"X5",0.0138333333333333,"PD2",2,"Set A"
"WM1-1",22,3,0.106166666666667,0.106166666666667,"X6",0.0138333333333333,"PD2",2,"Set A"
"WM1-1",22,3,0.106166666666667,0.106166666666667,"X7",0.0118333333333333,"PD2+Ca",2,"Set A"
"WM1-1",22,3,0.106166666666667,0.106166666666667,"X8",0.0118333333333333,"PD2+Ca",2,"Set A"
"WM1-1",22,3,0.106166666666667,0.106166666666667,"X9",0.0118333333333333,"PD2+Ca",2,"Set A"
"WM1-1",22,3,0.106166666666667,0.106166666666667,"X10",0.0118333333333333,"PD2+Ca",2,"Set A"
"WM1-1",22,3,0.106166666666667,0.106166666666667,"X11",0.0108333333333333,"PD2+Ca",2,"Set A"
"WM1-1",22,3,0.106166666666667,0.106166666666667,"X12",0.00983333333333335,"PD2+Ca",2,"Set A"
"B3SN17.2",23,3,0.106166666666667,0.106166666666667,"X1",0.0628333333333334,"PD2",2,"Set A"
"B3SN17.2",23,3,0.106166666666667,0.106166666666667,"X2",0.0638333333333334,"PD2",2,"Set A"
"B3SN17.2",23,3,0.106166666666667,0.106166666666667,"X3",0.0638333333333334,"PD2",2,"Set A"
"B3SN17.2",23,3,0.106166666666667,0.106166666666667,"X4",0.0648333333333334,"PD2",2,"Set A"
"B3SN17.2",23,3,0.106166666666667,0.106166666666667,"X5",0.0658333333333333,"PD2",2,"Set A"
"B3SN17.2",23,3,0.106166666666667,0.106166666666667,"X6",0.0638333333333334,"PD2",2,"Set A"
"B3SN17.2",23,3,0.106166666666667,0.106166666666667,"X7",0.0498333333333333,"PD2+Ca",2,"Set A"
"B3SN17.2",23,3,0.106166666666667,0.106166666666667,"X8",0.0498333333333333,"PD2+Ca",2,"Set A"
"B3SN17.2",23,3,0.106166666666667,0.106166666666667,"X9",0.0518333333333333,"PD2+Ca",2,"Set A"
"B3SN17.2",23,3,0.106166666666667,0.106166666666667,"X10",0.0528333333333333,"PD2+Ca",2,"Set A"
"B3SN17.2",23,3,0.106166666666667,0.106166666666667,"X11",0.0488333333333333,"PD2+Ca",2,"Set A"
"B3SN17.2",23,3,0.106166666666667,0.106166666666667,"X12",0.0478333333333333,"PD2+Ca",2,"Set A"
"TemeculaL",24,3,0.106166666666667,0.106166666666667,"X1",0.0178333333333333,"PD2",2,"Set A"
"TemeculaL",24,3,0.106166666666667,0.106166666666667,"X2",0.0198333333333333,"PD2",2,"Set A"
"TemeculaL",24,3,0.106166666666667,0.106166666666667,"X3",0.0238333333333333,"PD2",2,"Set A"
"TemeculaL",24,3,0.106166666666667,0.106166666666667,"X4",0.0208333333333333,"PD2",2,"Set A"
"TemeculaL",24,3,0.106166666666667,0.106166666666667,"X5",0.0218333333333333,"PD2",2,"Set A"
"TemeculaL",24,3,0.106166666666667,0.106166666666667,"X6",0.0238333333333333,"PD2",2,"Set A"
"TemeculaL",24,3,0.106166666666667,0.106166666666667,"X7",0.0218333333333333,"PD2+Ca",2,"Set A"
"TemeculaL",24,3,0.106166666666667,0.106166666666667,"X8",0.0238333333333333,"PD2+Ca",2,"Set A"
"TemeculaL",24,3,0.106166666666667,0.106166666666667,"X9",0.0238333333333333,"PD2+Ca",2,"Set A"
"TemeculaL",24,3,0.106166666666667,0.106166666666667,"X10",0.0208333333333333,"PD2+Ca",2,"Set A"
"TemeculaL",24,3,0.106166666666667,0.106166666666667,"X11",0.0198333333333333,"PD2+Ca",2,"Set A"
"TemeculaL",24,3,0.106166666666667,0.106166666666667,"X12",0.0188333333333333,"PD2+Ca",2,"Set A"
"IVIA53872",25,3,0.106166666666667,0.106166666666667,"X1",0.0908333333333333,"PD2",2,"Set A"
"IVIA53872",25,3,0.106166666666667,0.106166666666667,"X2",0.0898333333333333,"PD2",2,"Set A"
"IVIA53872",25,3,0.106166666666667,0.106166666666667,"X3",0.0928333333333334,"PD2",2,"Set A"
"IVIA53872",25,3,0.106166666666667,0.106166666666667,"X4",0.0858333333333333,"PD2",2,"Set A"
"IVIA53872",25,3,0.106166666666667,0.106166666666667,"X5",0.0998333333333333,"PD2",2,"Set A"
"IVIA53872",25,3,0.106166666666667,0.106166666666667,"X6",0.111833333333333,"PD2",2,"Set A"
"IVIA53872",25,3,0.106166666666667,0.106166666666667,"X7",0.117833333333333,"PD2+Ca",2,"Set A"
"IVIA53872",25,3,0.106166666666667,0.106166666666667,"X8",0.118833333333333,"PD2+Ca",2,"Set A"
"IVIA53872",25,3,0.106166666666667,0.106166666666667,"X9",0.118833333333333,"PD2+Ca",2,"Set A"
"IVIA53872",25,3,0.106166666666667,0.106166666666667,"X10",0.114833333333333,"PD2+Ca",2,"Set A"
"IVIA53872",25,3,0.106166666666667,0.106166666666667,"X11",0.105833333333333,"PD2+Ca",2,"Set A"
"IVIA53872",25,3,0.106166666666667,0.106166666666667,"X12",0.107833333333333,"PD2+Ca",2,"Set A"
"XF3348",26,3,0.106166666666667,0.106166666666667,"X1",0.0168333333333333,"PD2",2,"Set A"
"XF3348",26,3,0.106166666666667,0.106166666666667,"X2",0.0268333333333333,"PD2",2,"Set A"
"XF3348",26,3,0.106166666666667,0.106166666666667,"X3",0.0258333333333333,"PD2",2,"Set A"
"XF3348",26,3,0.106166666666667,0.106166666666667,"X4",0.0358333333333333,"PD2",2,"Set A"
"XF3348",26,3,0.106166666666667,0.106166666666667,"X5",0.0398333333333333,"PD2",2,"Set A"
"XF3348",26,3,0.106166666666667,0.106166666666667,"X6",0.0178333333333333,"PD2",2,"Set A"
"XF3348",26,3,0.106166666666667,0.106166666666667,"X7",0.0198333333333333,"PD2+Ca",2,"Set A"
"XF3348",26,3,0.106166666666667,0.106166666666667,"X8",0.0288333333333333,"PD2+Ca",2,"Set A"
"XF3348",26,3,0.106166666666667,0.106166666666667,"X9",0.0358333333333333,"PD2+Ca",2,"Set A"
"XF3348",26,3,0.106166666666667,0.106166666666667,"X10",0.0328333333333334,"PD2+Ca",2,"Set A"
"XF3348",26,3,0.106166666666667,0.106166666666667,"X11",0.0228333333333333,"PD2+Ca",2,"Set A"
"XF3348",26,3,0.106166666666667,0.106166666666667,"X12",0.0118333333333333,"PD2+Ca",2,"Set A"
"IVIA5901",27,3,0.106166666666667,0.106166666666667,"X1",0.0138333333333333,"PD2",2,"Set A"
"IVIA5901",27,3,0.106166666666667,0.106166666666667,"X2",0.0108333333333333,"PD2",2,"Set A"
"IVIA5901",27,3,0.106166666666667,0.106166666666667,"X3",0.0108333333333333,"PD2",2,"Set A"
"IVIA5901",27,3,0.106166666666667,0.106166666666667,"X4",0.0148333333333333,"PD2",2,"Set A"
"IVIA5901",27,3,0.106166666666667,0.106166666666667,"X5",0.0108333333333333,"PD2",2,"Set A"
"IVIA5901",27,3,0.106166666666667,0.106166666666667,"X6",0.0118333333333333,"PD2",2,"Set A"
"IVIA5901",27,3,0.106166666666667,0.106166666666667,"X7",0.0108333333333333,"PD2+Ca",2,"Set A"
"IVIA5901",27,3,0.106166666666667,0.106166666666667,"X8",0.00883333333333335,"PD2+Ca",2,"Set A"
"IVIA5901",27,3,0.106166666666667,0.106166666666667,"X9",0.0108333333333333,"PD2+Ca",2,"Set A"
"IVIA5901",27,3,0.106166666666667,0.106166666666667,"X10",0.0138333333333333,"PD2+Ca",2,"Set A"
"IVIA5901",27,3,0.106166666666667,0.106166666666667,"X11",0.00883333333333335,"PD2+Ca",2,"Set A"
"IVIA5901",27,3,0.106166666666667,0.106166666666667,"X12",0.00883333333333335,"PD2+Ca",2,"Set A"
"WM1-1",2,1,0.107083333333333,0.108583333333333,"X1",0.00991666666666667,"PD2",3,"Set A"
"WM1-1",2,1,0.107083333333333,0.108583333333333,"X2",0.0219166666666667,"PD2",3,"Set A"
"WM1-1",2,1,0.107083333333333,0.108583333333333,"X3",0.0259166666666667,"PD2",3,"Set A"
"WM1-1",2,1,0.107083333333333,0.108583333333333,"X4",0.0299166666666667,"PD2",3,"Set A"
"WM1-1",2,1,0.107083333333333,0.108583333333333,"X5",0.0229166666666667,"PD2",3,"Set A"
"WM1-1",2,1,0.107083333333333,0.108583333333333,"X6",0.0259166666666667,"PD2",3,"Set A"
"WM1-1",2,1,0.107083333333333,0.108583333333333,"X7",0.00541666666666667,"PD2+Ca",3,"Set A"
"WM1-1",2,1,0.107083333333333,0.108583333333333,"X8",0.0184166666666667,"PD2+Ca",3,"Set A"
"WM1-1",2,1,0.107083333333333,0.108583333333333,"X9",0.0164166666666667,"PD2+Ca",3,"Set A"
"WM1-1",2,1,0.107083333333333,0.108583333333333,"X10",0.0114166666666667,"PD2+Ca",3,"Set A"
"WM1-1",2,1,0.107083333333333,0.108583333333333,"X11",0.00541666666666667,"PD2+Ca",3,"Set A"
"WM1-1",2,1,0.107083333333333,0.108583333333333,"X12",0.00441666666666667,"PD2+Ca",3,"Set A"
"B3SN17.2",3,1,0.107083333333333,0.108583333333333,"X1",0.0849166666666667,"PD2",3,"Set A"
"B3SN17.2",3,1,0.107083333333333,0.108583333333333,"X2",0.0999166666666667,"PD2",3,"Set A"
"B3SN17.2",3,1,0.107083333333333,0.108583333333333,"X3",0.108916666666667,"PD2",3,"Set A"
"B3SN17.2",3,1,0.107083333333333,0.108583333333333,"X4",0.113916666666667,"PD2",3,"Set A"
"B3SN17.2",3,1,0.107083333333333,0.108583333333333,"X5",0.122916666666667,"PD2",3,"Set A"
"B3SN17.2",3,1,0.107083333333333,0.108583333333333,"X6",0.128916666666667,"PD2",3,"Set A"
"B3SN17.2",3,1,0.107083333333333,0.108583333333333,"X7",0.0914166666666667,"PD2+Ca",3,"Set A"
"B3SN17.2",3,1,0.107083333333333,0.108583333333333,"X8",0.107416666666667,"PD2+Ca",3,"Set A"
"B3SN17.2",3,1,0.107083333333333,0.108583333333333,"X9",0.0924166666666667,"PD2+Ca",3,"Set A"
"B3SN17.2",3,1,0.107083333333333,0.108583333333333,"X10",0.0834166666666667,"PD2+Ca",3,"Set A"
"B3SN17.2",3,1,0.107083333333333,0.108583333333333,"X11",0.0824166666666667,"PD2+Ca",3,"Set A"
"B3SN17.2",3,1,0.107083333333333,0.108583333333333,"X12",0.0594166666666667,"PD2+Ca",3,"Set A"
"TemeculaL",4,1,0.107083333333333,0.108583333333333,"X1",0.0469166666666667,"PD2",3,"Set A"
"TemeculaL",4,1,0.107083333333333,0.108583333333333,"X2",0.0659166666666667,"PD2",3,"Set A"
"TemeculaL",4,1,0.107083333333333,0.108583333333333,"X3",0.0699166666666667,"PD2",3,"Set A"
"TemeculaL",4,1,0.107083333333333,0.108583333333333,"X4",0.0719166666666667,"PD2",3,"Set A"
"TemeculaL",4,1,0.107083333333333,0.108583333333333,"X5",0.0839166666666667,"PD2",3,"Set A"
"TemeculaL",4,1,0.107083333333333,0.108583333333333,"X6",0.0799166666666667,"PD2",3,"Set A"
"TemeculaL",4,1,0.107083333333333,0.108583333333333,"X7",0.0614166666666667,"PD2+Ca",3,"Set A"
"TemeculaL",4,1,0.107083333333333,0.108583333333333,"X8",0.0584166666666667,"PD2+Ca",3,"Set A"
"TemeculaL",4,1,0.107083333333333,0.108583333333333,"X9",0.0644166666666666,"PD2+Ca",3,"Set A"
"TemeculaL",4,1,0.107083333333333,0.108583333333333,"X10",0.0554166666666667,"PD2+Ca",3,"Set A"
"TemeculaL",4,1,0.107083333333333,0.108583333333333,"X11",0.0434166666666667,"PD2+Ca",3,"Set A"
"TemeculaL",4,1,0.107083333333333,0.108583333333333,"X12",0.0394166666666667,"PD2+Ca",3,"Set A"
"IVIA53872",5,1,0.107083333333333,0.108583333333333,"X1",0.171916666666667,"PD2",3,"Set A"
"IVIA53872",5,1,0.107083333333333,0.108583333333333,"X2",0.184916666666667,"PD2",3,"Set A"
"IVIA53872",5,1,0.107083333333333,0.108583333333333,"X3",0.202916666666667,"PD2",3,"Set A"
"IVIA53872",5,1,0.107083333333333,0.108583333333333,"X4",0.204916666666667,"PD2",3,"Set A"
"IVIA53872",5,1,0.107083333333333,0.108583333333333,"X5",0.210916666666667,"PD2",3,"Set A"
"IVIA53872",5,1,0.107083333333333,0.108583333333333,"X6",0.219916666666667,"PD2",3,"Set A"
"IVIA53872",5,1,0.107083333333333,0.108583333333333,"X7",0.246416666666667,"PD2+Ca",3,"Set A"
"IVIA53872",5,1,0.107083333333333,0.108583333333333,"X8",0.275416666666667,"PD2+Ca",3,"Set A"
"IVIA53872",5,1,0.107083333333333,0.108583333333333,"X9",0.243416666666667,"PD2+Ca",3,"Set A"
"IVIA53872",5,1,0.107083333333333,0.108583333333333,"X10",0.250416666666667,"PD2+Ca",3,"Set A"
"IVIA53872",5,1,0.107083333333333,0.108583333333333,"X11",0.245416666666667,"PD2+Ca",3,"Set A"
"IVIA53872",5,1,0.107083333333333,0.108583333333333,"X12",0.203416666666667,"PD2+Ca",3,"Set A"
"XF3348",6,1,0.107083333333333,0.108583333333333,"X1",0.0349166666666667,"PD2",3,"Set A"
"XF3348",6,1,0.107083333333333,0.108583333333333,"X2",0.0539166666666667,"PD2",3,"Set A"
"XF3348",6,1,0.107083333333333,0.108583333333333,"X3",0.0569166666666667,"PD2",3,"Set A"
"XF3348",6,1,0.107083333333333,0.108583333333333,"X4",0.0779166666666667,"PD2",3,"Set A"
"XF3348",6,1,0.107083333333333,0.108583333333333,"X5",0.0579166666666667,"PD2",3,"Set A"
"XF3348",6,1,0.107083333333333,0.108583333333333,"X6",0.0769166666666667,"PD2",3,"Set A"
"XF3348",6,1,0.107083333333333,0.108583333333333,"X7",0.0584166666666667,"PD2+Ca",3,"Set A"
"XF3348",6,1,0.107083333333333,0.108583333333333,"X8",0.0574166666666667,"PD2+Ca",3,"Set A"
"XF3348",6,1,0.107083333333333,0.108583333333333,"X9",0.0724166666666667,"PD2+Ca",3,"Set A"
"XF3348",6,1,0.107083333333333,0.108583333333333,"X10",0.0444166666666667,"PD2+Ca",3,"Set A"
"XF3348",6,1,0.107083333333333,0.108583333333333,"X11",0.0324166666666666,"PD2+Ca",3,"Set A"
"XF3348",6,1,0.107083333333333,0.108583333333333,"X12",0.0264166666666667,"PD2+Ca",3,"Set A"
"IVIA5901",7,1,0.107083333333333,0.108583333333333,"X1",0.0129166666666667,"PD2",3,"Set A"
"IVIA5901",7,1,0.107083333333333,0.108583333333333,"X2",0.0359166666666667,"PD2",3,"Set A"
"IVIA5901",7,1,0.107083333333333,0.108583333333333,"X3",0.0319166666666667,"PD2",3,"Set A"
"IVIA5901",7,1,0.107083333333333,0.108583333333333,"X4",0.0379166666666667,"PD2",3,"Set A"
"IVIA5901",7,1,0.107083333333333,0.108583333333333,"X5",0.0419166666666667,"PD2",3,"Set A"
"IVIA5901",7,1,0.107083333333333,0.108583333333333,"X6",0.0409166666666667,"PD2",3,"Set A"
"IVIA5901",7,1,0.107083333333333,0.108583333333333,"X7",0.0314166666666667,"PD2+Ca",3,"Set A"
"IVIA5901",7,1,0.107083333333333,0.108583333333333,"X8",0.0304166666666667,"PD2+Ca",3,"Set A"
"IVIA5901",7,1,0.107083333333333,0.108583333333333,"X9",0.0294166666666667,"PD2+Ca",3,"Set A"
"IVIA5901",7,1,0.107083333333333,0.108583333333333,"X10",0.0184166666666667,"PD2+Ca",3,"Set A"
"IVIA5901",7,1,0.107083333333333,0.108583333333333,"X11",0.0274166666666667,"PD2+Ca",3,"Set A"
"IVIA5901",7,1,0.107083333333333,0.108583333333333,"X12",0.0104166666666667,"PD2+Ca",3,"Set A"
"WM1-1",12,2,0.105583333333333,0.10475,"X1",0.0164166666666667,"PD2",3,"Set A"
"WM1-1",12,2,0.105583333333333,0.10475,"X2",0.0164166666666667,"PD2",3,"Set A"
"WM1-1",12,2,0.105583333333333,0.10475,"X3",0.0164166666666667,"PD2",3,"Set A"
"WM1-1",12,2,0.105583333333333,0.10475,"X4",0.0184166666666667,"PD2",3,"Set A"
"WM1-1",12,2,0.105583333333333,0.10475,"X5",0.0194166666666667,"PD2",3,"Set A"
"WM1-1",12,2,0.105583333333333,0.10475,"X6",0.0164166666666667,"PD2",3,"Set A"
"WM1-1",12,2,0.105583333333333,0.10475,"X7",0.01225,"PD2+Ca",3,"Set A"
"WM1-1",12,2,0.105583333333333,0.10475,"X8",0.01225,"PD2+Ca",3,"Set A"
"WM1-1",12,2,0.105583333333333,0.10475,"X9",0.01325,"PD2+Ca",3,"Set A"
"WM1-1",12,2,0.105583333333333,0.10475,"X10",0.01225,"PD2+Ca",3,"Set A"
"WM1-1",12,2,0.105583333333333,0.10475,"X11",0.01325,"PD2+Ca",3,"Set A"
"WM1-1",12,2,0.105583333333333,0.10475,"X12",0.01225,"PD2+Ca",3,"Set A"
"B3SN17.2",13,2,0.105583333333333,0.10475,"X1",0.0864166666666667,"PD2",3,"Set A"
"B3SN17.2",13,2,0.105583333333333,0.10475,"X2",0.0824166666666667,"PD2",3,"Set A"
"B3SN17.2",13,2,0.105583333333333,0.10475,"X3",0.0834166666666667,"PD2",3,"Set A"
"B3SN17.2",13,2,0.105583333333333,0.10475,"X4",0.0884166666666667,"PD2",3,"Set A"
"B3SN17.2",13,2,0.105583333333333,0.10475,"X5",0.0904166666666667,"PD2",3,"Set A"
"B3SN17.2",13,2,0.105583333333333,0.10475,"X6",0.0954166666666667,"PD2",3,"Set A"
"B3SN17.2",13,2,0.105583333333333,0.10475,"X7",0.06425,"PD2+Ca",3,"Set A"
"B3SN17.2",13,2,0.105583333333333,0.10475,"X8",0.06825,"PD2+Ca",3,"Set A"
"B3SN17.2",13,2,0.105583333333333,0.10475,"X9",0.06525,"PD2+Ca",3,"Set A"
"B3SN17.2",13,2,0.105583333333333,0.10475,"X10",0.06225,"PD2+Ca",3,"Set A"
"B3SN17.2",13,2,0.105583333333333,0.10475,"X11",0.06425,"PD2+Ca",3,"Set A"
"B3SN17.2",13,2,0.105583333333333,0.10475,"X12",0.06425,"PD2+Ca",3,"Set A"
"TemeculaL",14,2,0.105583333333333,0.10475,"X1",0.0474166666666667,"PD2",3,"Set A"
"TemeculaL",14,2,0.105583333333333,0.10475,"X2",0.0444166666666667,"PD2",3,"Set A"
"TemeculaL",14,2,0.105583333333333,0.10475,"X3",0.0514166666666667,"PD2",3,"Set A"
"TemeculaL",14,2,0.105583333333333,0.10475,"X4",0.0524166666666667,"PD2",3,"Set A"
"TemeculaL",14,2,0.105583333333333,0.10475,"X5",0.0564166666666667,"PD2",3,"Set A"
"TemeculaL",14,2,0.105583333333333,0.10475,"X6",0.0534166666666667,"PD2",3,"Set A"
"TemeculaL",14,2,0.105583333333333,0.10475,"X7",0.05025,"PD2+Ca",3,"Set A"
"TemeculaL",14,2,0.105583333333333,0.10475,"X8",0.05025,"PD2+Ca",3,"Set A"
"TemeculaL",14,2,0.105583333333333,0.10475,"X9",0.04725,"PD2+Ca",3,"Set A"
"TemeculaL",14,2,0.105583333333333,0.10475,"X10",0.04425,"PD2+Ca",3,"Set A"
"TemeculaL",14,2,0.105583333333333,0.10475,"X11",0.04125,"PD2+Ca",3,"Set A"
"TemeculaL",14,2,0.105583333333333,0.10475,"X12",0.04025,"PD2+Ca",3,"Set A"
"IVIA53872",15,2,0.105583333333333,0.10475,"X1",0.144416666666667,"PD2",3,"Set A"
"IVIA53872",15,2,0.105583333333333,0.10475,"X2",0.142416666666667,"PD2",3,"Set A"
"IVIA53872",15,2,0.105583333333333,0.10475,"X3",0.153416666666667,"PD2",3,"Set A"
"IVIA53872",15,2,0.105583333333333,0.10475,"X4",0.162416666666667,"PD2",3,"Set A"
"IVIA53872",15,2,0.105583333333333,0.10475,"X5",0.161416666666667,"PD2",3,"Set A"
"IVIA53872",15,2,0.105583333333333,0.10475,"X6",0.167416666666667,"PD2",3,"Set A"
"IVIA53872",15,2,0.105583333333333,0.10475,"X7",0.19925,"PD2+Ca",3,"Set A"
"IVIA53872",15,2,0.105583333333333,0.10475,"X8",0.20425,"PD2+Ca",3,"Set A"
"IVIA53872",15,2,0.105583333333333,0.10475,"X9",0.20225,"PD2+Ca",3,"Set A"
"IVIA53872",15,2,0.105583333333333,0.10475,"X10",0.19525,"PD2+Ca",3,"Set A"
"IVIA53872",15,2,0.105583333333333,0.10475,"X11",0.18925,"PD2+Ca",3,"Set A"
"IVIA53872",15,2,0.105583333333333,0.10475,"X12",0.18725,"PD2+Ca",3,"Set A"
"XF3348",16,2,0.105583333333333,0.10475,"X1",0.0404166666666667,"PD2",3,"Set A"
"XF3348",16,2,0.105583333333333,0.10475,"X2",0.0354166666666667,"PD2",3,"Set A"
"XF3348",16,2,0.105583333333333,0.10475,"X3",0.0524166666666667,"PD2",3,"Set A"
"XF3348",16,2,0.105583333333333,0.10475,"X4",0.0554166666666667,"PD2",3,"Set A"
"XF3348",16,2,0.105583333333333,0.10475,"X5",0.0574166666666667,"PD2",3,"Set A"
"XF3348",16,2,0.105583333333333,0.10475,"X6",0.0624166666666667,"PD2",3,"Set A"
"XF3348",16,2,0.105583333333333,0.10475,"X7",0.04425,"PD2+Ca",3,"Set A"
"XF3348",16,2,0.105583333333333,0.10475,"X8",0.03925,"PD2+Ca",3,"Set A"
"XF3348",16,2,0.105583333333333,0.10475,"X9",0.04025,"PD2+Ca",3,"Set A"
"XF3348",16,2,0.105583333333333,0.10475,"X10",0.05225,"PD2+Ca",3,"Set A"
"XF3348",16,2,0.105583333333333,0.10475,"X11",0.03825,"PD2+Ca",3,"Set A"
"XF3348",16,2,0.105583333333333,0.10475,"X12",0.02825,"PD2+Ca",3,"Set A"
"IVIA5901",17,2,0.105583333333333,0.10475,"X1",0.0164166666666667,"PD2",3,"Set A"
"IVIA5901",17,2,0.105583333333333,0.10475,"X2",0.0174166666666667,"PD2",3,"Set A"
"IVIA5901",17,2,0.105583333333333,0.10475,"X3",0.0174166666666667,"PD2",3,"Set A"
"IVIA5901",17,2,0.105583333333333,0.10475,"X4",0.0154166666666667,"PD2",3,"Set A"
"IVIA5901",17,2,0.105583333333333,0.10475,"X5",0.0164166666666667,"PD2",3,"Set A"
"IVIA5901",17,2,0.105583333333333,0.10475,"X6",0.0164166666666667,"PD2",3,"Set A"
"IVIA5901",17,2,0.105583333333333,0.10475,"X7",0.01425,"PD2+Ca",3,"Set A"
"IVIA5901",17,2,0.105583333333333,0.10475,"X8",0.01425,"PD2+Ca",3,"Set A"
"IVIA5901",17,2,0.105583333333333,0.10475,"X9",0.01425,"PD2+Ca",3,"Set A"
"IVIA5901",17,2,0.105583333333333,0.10475,"X10",0.01325,"PD2+Ca",3,"Set A"
"IVIA5901",17,2,0.105583333333333,0.10475,"X11",0.01325,"PD2+Ca",3,"Set A"
"IVIA5901",17,2,0.105583333333333,0.10475,"X12",0.01325,"PD2+Ca",3,"Set A"
"WM1-1",22,3,0.105916666666667,0.105083333333333,"X1",0.00708333333333334,"PD2",3,"Set A"
