"Strains","row_id","Plate","PD2_blank","PD2Ca_blank","Variable","OD","Treatment","Day","Dataset"
"XF3348",26,3,0.105333333333333,0.105916666666667,"X2",0.0596666666666667,"PD2",4,"Set A"
"XF3348",26,3,0.105333333333333,0.105916666666667,"X3",0.0626666666666667,"PD2",4,"Set A"
"XF3348",26,3,0.105333333333333,0.105916666666667,"X4",0.0706666666666667,"PD2",4,"Set A"
"XF3348",26,3,0.105333333333333,0.105916666666667,"X5",0.0826666666666667,"PD2",4,"Set A"
"XF3348",26,3,0.105333333333333,0.105916666666667,"X6",0.0696666666666667,"PD2",4,"Set A"
"XF3348",26,3,0.105333333333333,0.105916666666667,"X7",0.0710833333333333,"PD2+Ca",4,"Set A"
"XF3348",26,3,0.105333333333333,0.105916666666667,"X8",0.0690833333333333,"PD2+Ca",4,"Set A"
"XF3348",26,3,0.105333333333333,0.105916666666667,"X9",0.0700833333333333,"PD2+Ca",4,"Set A"
"XF3348",26,3,0.105333333333333,0.105916666666667,"X10",0.0630833333333334,"PD2+Ca",4,"Set A"
"XF3348",26,3,0.105333333333333,0.105916666666667,"X11",0.0590833333333333,"PD2+Ca",4,"Set A"
"XF3348",26,3,0.105333333333333,0.105916666666667,"X12",0.103083333333333,"PD2+Ca",4,"Set A"
"IVIA5901",27,3,0.105333333333333,0.105916666666667,"X1",0.0596666666666667,"PD2",4,"Set A"
"IVIA5901",27,3,0.105333333333333,0.105916666666667,"X2",0.0416666666666667,"PD2",4,"Set A"
"IVIA5901",27,3,0.105333333333333,0.105916666666667,"X3",0.0516666666666667,"PD2",4,"Set A"
"IVIA5901",27,3,0.105333333333333,0.105916666666667,"X4",0.0686666666666667,"PD2",4,"Set A"
"IVIA5901",27,3,0.105333333333333,0.105916666666667,"X5",0.0686666666666667,"PD2",4,"Set A"
"IVIA5901",27,3,0.105333333333333,0.105916666666667,"X6",0.0786666666666667,"PD2",4,"Set A"
"IVIA5901",27,3,0.105333333333333,0.105916666666667,"X7",0.0590833333333333,"PD2+Ca",4,"Set A"
"IVIA5901",27,3,0.105333333333333,0.105916666666667,"X8",0.0560833333333333,"PD2+Ca",4,"Set A"
"IVIA5901",27,3,0.105333333333333,0.105916666666667,"X9",0.0530833333333333,"PD2+Ca",4,"Set A"
"IVIA5901",27,3,0.105333333333333,0.105916666666667,"X10",0.0420833333333333,"PD2+Ca",4,"Set A"
"IVIA5901",27,3,0.105333333333333,0.105916666666667,"X11",0.0350833333333333,"PD2+Ca",4,"Set A"
"IVIA5901",27,3,0.105333333333333,0.105916666666667,"X12",0.0340833333333334,"PD2+Ca",4,"Set A"
"WM1-1",2,1,0.107916666666667,0.107416666666667,"X1",0.0180833333333333,"PD2",5,"Set A"
"WM1-1",2,1,0.107916666666667,0.107416666666667,"X2",0.0240833333333333,"PD2",5,"Set A"
"WM1-1",2,1,0.107916666666667,0.107416666666667,"X3",0.0230833333333333,"PD2",5,"Set A"
"WM1-1",2,1,0.107916666666667,0.107416666666667,"X4",0.0260833333333333,"PD2",5,"Set A"
"WM1-1",2,1,0.107916666666667,0.107416666666667,"X5",0.0210833333333333,"PD2",5,"Set A"
"WM1-1",2,1,0.107916666666667,0.107416666666667,"X6",0.0200833333333333,"PD2",5,"Set A"
"WM1-1",2,1,0.107916666666667,0.107416666666667,"X7",-0.00541666666666667,"PD2+Ca",5,"Set A"
"WM1-1",2,1,0.107916666666667,0.107416666666667,"X8",0.0155833333333333,"PD2+Ca",5,"Set A"
"WM1-1",2,1,0.107916666666667,0.107416666666667,"X9",0.0155833333333333,"PD2+Ca",5,"Set A"
"WM1-1",2,1,0.107916666666667,0.107416666666667,"X10",0.0195833333333333,"PD2+Ca",5,"Set A"
"WM1-1",2,1,0.107916666666667,0.107416666666667,"X11",0.0155833333333333,"PD2+Ca",5,"Set A"
"WM1-1",2,1,0.107916666666667,0.107416666666667,"X12",0.0155833333333333,"PD2+Ca",5,"Set A"
"B3SN17.2",3,1,0.107916666666667,0.107416666666667,"X1",0.128083333333333,"PD2",5,"Set A"
"B3SN17.2",3,1,0.107916666666667,0.107416666666667,"X2",0.159083333333333,"PD2",5,"Set A"
"B3SN17.2",3,1,0.107916666666667,0.107416666666667,"X3",0.163083333333333,"PD2",5,"Set A"
"B3SN17.2",3,1,0.107916666666667,0.107416666666667,"X4",0.150083333333333,"PD2",5,"Set A"
"B3SN17.2",3,1,0.107916666666667,0.107416666666667,"X5",0.179083333333333,"PD2",5,"Set A"
"B3SN17.2",3,1,0.107916666666667,0.107416666666667,"X6",0.163083333333333,"PD2",5,"Set A"
"B3SN17.2",3,1,0.107916666666667,0.107416666666667,"X7",0.140583333333333,"PD2+Ca",5,"Set A"
"B3SN17.2",3,1,0.107916666666667,0.107416666666667,"X8",0.134583333333333,"PD2+Ca",5,"Set A"
"B3SN17.2",3,1,0.107916666666667,0.107416666666667,"X9",0.129583333333333,"PD2+Ca",5,"Set A"
"B3SN17.2",3,1,0.107916666666667,0.107416666666667,"X10",0.145583333333333,"PD2+Ca",5,"Set A"
"B3SN17.2",3,1,0.107916666666667,0.107416666666667,"X11",0.142583333333333,"PD2+Ca",5,"Set A"
"B3SN17.2",3,1,0.107916666666667,0.107416666666667,"X12",0.144583333333333,"PD2+Ca",5,"Set A"
"TemeculaL",4,1,0.107916666666667,0.107416666666667,"X1",0.132083333333333,"PD2",5,"Set A"
"TemeculaL",4,1,0.107916666666667,0.107416666666667,"X2",0.161083333333333,"PD2",5,"Set A"
"TemeculaL",4,1,0.107916666666667,0.107416666666667,"X3",0.153083333333333,"PD2",5,"Set A"
"TemeculaL",4,1,0.107916666666667,0.107416666666667,"X4",0.147083333333333,"PD2",5,"Set A"
"TemeculaL",4,1,0.107916666666667,0.107416666666667,"X5",0.157083333333333,"PD2",5,"Set A"
"TemeculaL",4,1,0.107916666666667,0.107416666666667,"X6",0.131083333333333,"PD2",5,"Set A"
"TemeculaL",4,1,0.107916666666667,0.107416666666667,"X7",0.147583333333333,"PD2+Ca",5,"Set A"
"TemeculaL",4,1,0.107916666666667,0.107416666666667,"X8",0.140583333333333,"PD2+Ca",5,"Set A"
"TemeculaL",4,1,0.107916666666667,0.107416666666667,"X9",0.139583333333333,"PD2+Ca",5,"Set A"
"TemeculaL",4,1,0.107916666666667,0.107416666666667,"X10",0.149583333333333,"PD2+Ca",5,"Set A"
"TemeculaL",4,1,0.107916666666667,0.107416666666667,"X11",0.143583333333333,"PD2+Ca",5,"Set A"
"TemeculaL",4,1,0.107916666666667,0.107416666666667,"X12",0.173583333333333,"PD2+Ca",5,"Set A"
"IVIA53872",5,1,0.107916666666667,0.107416666666667,"X1",0.272083333333333,"PD2",5,"Set A"
"IVIA53872",5,1,0.107916666666667,0.107416666666667,"X2",0.287083333333333,"PD2",5,"Set A"
"IVIA53872",5,1,0.107916666666667,0.107416666666667,"X3",0.292083333333333,"PD2",5,"Set A"
"IVIA53872",5,1,0.107916666666667,0.107416666666667,"X4",0.289083333333333,"PD2",5,"Set A"
"IVIA53872",5,1,0.107916666666667,0.107416666666667,"X5",0.291083333333333,"PD2",5,"Set A"
"IVIA53872",5,1,0.107916666666667,0.107416666666667,"X6",0.294083333333333,"PD2",5,"Set A"
"IVIA53872",5,1,0.107916666666667,0.107416666666667,"X7",0.272583333333333,"PD2+Ca",5,"Set A"
"IVIA53872",5,1,0.107916666666667,0.107416666666667,"X8",0.262583333333333,"PD2+Ca",5,"Set A"
"IVIA53872",5,1,0.107916666666667,0.107416666666667,"X9",0.257583333333333,"PD2+Ca",5,"Set A"
"IVIA53872",5,1,0.107916666666667,0.107416666666667,"X10",0.287583333333333,"PD2+Ca",5,"Set A"
"IVIA53872",5,1,0.107916666666667,0.107416666666667,"X11",0.256583333333333,"PD2+Ca",5,"Set A"
"IVIA53872",5,1,0.107916666666667,0.107416666666667,"X12",0.256583333333333,"PD2+Ca",5,"Set A"
"XF3348",6,1,0.107916666666667,0.107416666666667,"X1",0.0770833333333333,"PD2",5,"Set A"
"XF3348",6,1,0.107916666666667,0.107416666666667,"X2",0.0760833333333333,"PD2",5,"Set A"
"XF3348",6,1,0.107916666666667,0.107416666666667,"X3",0.0650833333333333,"PD2",5,"Set A"
"XF3348",6,1,0.107916666666667,0.107416666666667,"X4",0.0810833333333333,"PD2",5,"Set A"
"XF3348",6,1,0.107916666666667,0.107416666666667,"X5",0.0630833333333334,"PD2",5,"Set A"
"XF3348",6,1,0.107916666666667,0.107416666666667,"X6",0.0770833333333333,"PD2",5,"Set A"
"XF3348",6,1,0.107916666666667,0.107416666666667,"X7",0.0835833333333333,"PD2+Ca",5,"Set A"
"XF3348",6,1,0.107916666666667,0.107416666666667,"X8",0.0825833333333333,"PD2+Ca",5,"Set A"
"XF3348",6,1,0.107916666666667,0.107416666666667,"X9",0.100583333333333,"PD2+Ca",5,"Set A"
"XF3348",6,1,0.107916666666667,0.107416666666667,"X10",0.0875833333333333,"PD2+Ca",5,"Set A"
"XF3348",6,1,0.107916666666667,0.107416666666667,"X11",0.0825833333333333,"PD2+Ca",5,"Set A"
"XF3348",6,1,0.107916666666667,0.107416666666667,"X12",0.0815833333333333,"PD2+Ca",5,"Set A"
"IVIA5901",7,1,0.107916666666667,0.107416666666667,"X1",0.134083333333333,"PD2",5,"Set A"
"IVIA5901",7,1,0.107916666666667,0.107416666666667,"X2",0.164083333333333,"PD2",5,"Set A"
"IVIA5901",7,1,0.107916666666667,0.107416666666667,"X3",0.173083333333333,"PD2",5,"Set A"
"IVIA5901",7,1,0.107916666666667,0.107416666666667,"X4",0.164083333333333,"PD2",5,"Set A"
"IVIA5901",7,1,0.107916666666667,0.107416666666667,"X5",0.162083333333333,"PD2",5,"Set A"
"IVIA5901",7,1,0.107916666666667,0.107416666666667,"X6",0.150083333333333,"PD2",5,"Set A"
"IVIA5901",7,1,0.107916666666667,0.107416666666667,"X7",0.0865833333333333,"PD2+Ca",5,"Set A"
"IVIA5901",7,1,0.107916666666667,0.107416666666667,"X8",0.0835833333333333,"PD2+Ca",5,"Set A"
"IVIA5901",7,1,0.107916666666667,0.107416666666667,"X9",0.0885833333333333,"PD2+Ca",5,"Set A"
"IVIA5901",7,1,0.107916666666667,0.107416666666667,"X10",0.0715833333333333,"PD2+Ca",5,"Set A"
"IVIA5901",7,1,0.107916666666667,0.107416666666667,"X11",0.0785833333333333,"PD2+Ca",5,"Set A"
"IVIA5901",7,1,0.107916666666667,0.107416666666667,"X12",0.0765833333333333,"PD2+Ca",5,"Set A"
"WM1-1",12,2,0.104583333333333,0.104,"X1",0.0274166666666667,"PD2",5,"Set A"
"WM1-1",12,2,0.104583333333333,0.104,"X2",0.0294166666666667,"PD2",5,"Set A"
"WM1-1",12,2,0.104583333333333,0.104,"X3",0.0284166666666667,"PD2",5,"Set A"
"WM1-1",12,2,0.104583333333333,0.104,"X4",0.0304166666666667,"PD2",5,"Set A"
"WM1-1",12,2,0.104583333333333,0.104,"X5",0.0304166666666667,"PD2",5,"Set A"
"WM1-1",12,2,0.104583333333333,0.104,"X6",0.0224166666666667,"PD2",5,"Set A"
"WM1-1",12,2,0.104583333333333,0.104,"X7",0.023,"PD2+Ca",5,"Set A"
"WM1-1",12,2,0.104583333333333,0.104,"X8",0.021,"PD2+Ca",5,"Set A"
"WM1-1",12,2,0.104583333333333,0.104,"X9",0.027,"PD2+Ca",5,"Set A"
"WM1-1",12,2,0.104583333333333,0.104,"X10",0.021,"PD2+Ca",5,"Set A"
"WM1-1",12,2,0.104583333333333,0.104,"X11",0.024,"PD2+Ca",5,"Set A"
"WM1-1",12,2,0.104583333333333,0.104,"X12",0.025,"PD2+Ca",5,"Set A"
"B3SN17.2",13,2,0.104583333333333,0.104,"X1",0.151416666666667,"PD2",5,"Set A"
"B3SN17.2",13,2,0.104583333333333,0.104,"X2",0.165416666666667,"PD2",5,"Set A"
"B3SN17.2",13,2,0.104583333333333,0.104,"X3",0.157416666666667,"PD2",5,"Set A"
"B3SN17.2",13,2,0.104583333333333,0.104,"X4",0.178416666666667,"PD2",5,"Set A"
"B3SN17.2",13,2,0.104583333333333,0.104,"X5",0.180416666666667,"PD2",5,"Set A"
"B3SN17.2",13,2,0.104583333333333,0.104,"X6",0.168416666666667,"PD2",5,"Set A"
"B3SN17.2",13,2,0.104583333333333,0.104,"X7",0.134,"PD2+Ca",5,"Set A"
"B3SN17.2",13,2,0.104583333333333,0.104,"X8",0.136,"PD2+Ca",5,"Set A"
"B3SN17.2",13,2,0.104583333333333,0.104,"X9",0.142,"PD2+Ca",5,"Set A"
"B3SN17.2",13,2,0.104583333333333,0.104,"X10",0.137,"PD2+Ca",5,"Set A"
"B3SN17.2",13,2,0.104583333333333,0.104,"X11",0.131,"PD2+Ca",5,"Set A"
"B3SN17.2",13,2,0.104583333333333,0.104,"X12",0.131,"PD2+Ca",5,"Set A"
"TemeculaL",14,2,0.104583333333333,0.104,"X1",0.138416666666667,"PD2",5,"Set A"
"TemeculaL",14,2,0.104583333333333,0.104,"X2",0.143416666666667,"PD2",5,"Set A"
"TemeculaL",14,2,0.104583333333333,0.104,"X3",0.142416666666667,"PD2",5,"Set A"
"TemeculaL",14,2,0.104583333333333,0.104,"X4",0.149416666666667,"PD2",5,"Set A"
"TemeculaL",14,2,0.104583333333333,0.104,"X5",0.137416666666667,"PD2",5,"Set A"
"TemeculaL",14,2,0.104583333333333,0.104,"X6",0.126416666666667,"PD2",5,"Set A"
"TemeculaL",14,2,0.104583333333333,0.104,"X7",0.149,"PD2+Ca",5,"Set A"
"TemeculaL",14,2,0.104583333333333,0.104,"X8",0.147,"PD2+Ca",5,"Set A"
"TemeculaL",14,2,0.104583333333333,0.104,"X9",0.137,"PD2+Ca",5,"Set A"
"TemeculaL",14,2,0.104583333333333,0.104,"X10",0.127,"PD2+Ca",5,"Set A"
"TemeculaL",14,2,0.104583333333333,0.104,"X11",0.128,"PD2+Ca",5,"Set A"
"TemeculaL",14,2,0.104583333333333,0.104,"X12",0.13,"PD2+Ca",5,"Set A"
"IVIA53872",15,2,0.104583333333333,0.104,"X1",0.300416666666667,"PD2",5,"Set A"
"IVIA53872",15,2,0.104583333333333,0.104,"X2",0.294416666666667,"PD2",5,"Set A"
"IVIA53872",15,2,0.104583333333333,0.104,"X3",0.298416666666667,"PD2",5,"Set A"
"IVIA53872",15,2,0.104583333333333,0.104,"X4",0.320416666666667,"PD2",5,"Set A"
"IVIA53872",15,2,0.104583333333333,0.104,"X5",0.302416666666667,"PD2",5,"Set A"
"IVIA53872",15,2,0.104583333333333,0.104,"X6",0.328416666666667,"PD2",5,"Set A"
"IVIA53872",15,2,0.104583333333333,0.104,"X7",0.286,"PD2+Ca",5,"Set A"
"IVIA53872",15,2,0.104583333333333,0.104,"X8",0.286,"PD2+Ca",5,"Set A"
"IVIA53872",15,2,0.104583333333333,0.104,"X9",0.291,"PD2+Ca",5,"Set A"
"IVIA53872",15,2,0.104583333333333,0.104,"X10",0.292,"PD2+Ca",5,"Set A"
"IVIA53872",15,2,0.104583333333333,0.104,"X11",0.265,"PD2+Ca",5,"Set A"
"IVIA53872",15,2,0.104583333333333,0.104,"X12",0.25,"PD2+Ca",5,"Set A"
"XF3348",16,2,0.104583333333333,0.104,"X1",0.0794166666666667,"PD2",5,"Set A"
"XF3348",16,2,0.104583333333333,0.104,"X2",0.0724166666666667,"PD2",5,"Set A"
"XF3348",16,2,0.104583333333333,0.104,"X3",0.0814166666666667,"PD2",5,"Set A"
"XF3348",16,2,0.104583333333333,0.104,"X4",0.0824166666666667,"PD2",5,"Set A"
"XF3348",16,2,0.104583333333333,0.104,"X5",0.0854166666666667,"PD2",5,"Set A"
"XF3348",16,2,0.104583333333333,0.104,"X6",0.0894166666666667,"PD2",5,"Set A"
"XF3348",16,2,0.104583333333333,0.104,"X7",0.081,"PD2+Ca",5,"Set A"
"XF3348",16,2,0.104583333333333,0.104,"X8",0.075,"PD2+Ca",5,"Set A"
"XF3348",16,2,0.104583333333333,0.104,"X9",0.081,"PD2+Ca",5,"Set A"
"XF3348",16,2,0.104583333333333,0.104,"X10",0.092,"PD2+Ca",5,"Set A"
"XF3348",16,2,0.104583333333333,0.104,"X11",0.087,"PD2+Ca",5,"Set A"
"XF3348",16,2,0.104583333333333,0.104,"X12",0.078,"PD2+Ca",5,"Set A"
"IVIA5901",17,2,0.104583333333333,0.104,"X1",0.152416666666667,"PD2",5,"Set A"
"IVIA5901",17,2,0.104583333333333,0.104,"X2",0.150416666666667,"PD2",5,"Set A"
"IVIA5901",17,2,0.104583333333333,0.104,"X3",0.157416666666667,"PD2",5,"Set A"
"IVIA5901",17,2,0.104583333333333,0.104,"X4",0.123416666666667,"PD2",5,"Set A"
"IVIA5901",17,2,0.104583333333333,0.104,"X5",0.147416666666667,"PD2",5,"Set A"
"IVIA5901",17,2,0.104583333333333,0.104,"X6",0.145416666666667,"PD2",5,"Set A"
"IVIA5901",17,2,0.104583333333333,0.104,"X7",0.095,"PD2+Ca",5,"Set A"
"IVIA5901",17,2,0.104583333333333,0.104,"X8",0.09,"PD2+Ca",5,"Set A"
"IVIA5901",17,2,0.104583333333333,0.104,"X9",0.085,"PD2+Ca",5,"Set A"
"IVIA5901",17,2,0.104583333333333,0.104,"X10",0.079,"PD2+Ca",5,"Set A"
"IVIA5901",17,2,0.104583333333333,0.104,"X11",0.074,"PD2+Ca",5,"Set A"
"IVIA5901",17,2,0.104583333333333,0.104,"X12",0.08,"PD2+Ca",5,"Set A"
"WM1-1",22,3,0.1085,0.105416666666667,"X1",0.0335,"PD2",5,"Set A"
"WM1-1",22,3,0.1085,0.105416666666667,"X2",0.0405,"PD2",5,"Set A"
"WM1-1",22,3,0.1085,0.105416666666667,"X3",0.0355,"PD2",5,"Set A"
"WM1-1",22,3,0.1085,0.105416666666667,"X4",0.0385,"PD2",5,"Set A"
"WM1-1",22,3,0.1085,0.105416666666667,"X5",0.0385,"PD2",5,"Set A"
"WM1-1",22,3,0.1085,0.105416666666667,"X6",0.0345,"PD2",5,"Set A"
"WM1-1",22,3,0.1085,0.105416666666667,"X7",0.0255833333333333,"PD2+Ca",5,"Set A"
"WM1-1",22,3,0.1085,0.105416666666667,"X8",0.0215833333333333,"PD2+Ca",5,"Set A"
"WM1-1",22,3,0.1085,0.105416666666667,"X9",0.0245833333333333,"PD2+Ca",5,"Set A"
"WM1-1",22,3,0.1085,0.105416666666667,"X10",0.0225833333333333,"PD2+Ca",5,"Set A"
"WM1-1",22,3,0.1085,0.105416666666667,"X11",0.0335833333333334,"PD2+Ca",5,"Set A"
"WM1-1",22,3,0.1085,0.105416666666667,"X12",0.0245833333333333,"PD2+Ca",5,"Set A"
"B3SN17.2",23,3,0.1085,0.105416666666667,"X1",0.1335,"PD2",5,"Set A"
"B3SN17.2",23,3,0.1085,0.105416666666667,"X2",0.1455,"PD2",5,"Set A"
"B3SN17.2",23,3,0.1085,0.105416666666667,"X3",0.1515,"PD2",5,"Set A"
"B3SN17.2",23,3,0.1085,0.105416666666667,"X4",0.1675,"PD2",5,"Set A"
"B3SN17.2",23,3,0.1085,0.105416666666667,"X5",0.1715,"PD2",5,"Set A"
"B3SN17.2",23,3,0.1085,0.105416666666667,"X6",0.1735,"PD2",5,"Set A"
"B3SN17.2",23,3,0.1085,0.105416666666667,"X7",0.132583333333333,"PD2+Ca",5,"Set A"
"B3SN17.2",23,3,0.1085,0.105416666666667,"X8",0.127583333333333,"PD2+Ca",5,"Set A"
"B3SN17.2",23,3,0.1085,0.105416666666667,"X9",0.134583333333333,"PD2+Ca",5,"Set A"
"B3SN17.2",23,3,0.1085,0.105416666666667,"X10",0.148583333333333,"PD2+Ca",5,"Set A"
"B3SN17.2",23,3,0.1085,0.105416666666667,"X11",0.133583333333333,"PD2+Ca",5,"Set A"
"B3SN17.2",23,3,0.1085,0.105416666666667,"X12",0.138583333333333,"PD2+Ca",5,"Set A"
"TemeculaL",24,3,0.1085,0.105416666666667,"X1",0.1215,"PD2",5,"Set A"
"TemeculaL",24,3,0.1085,0.105416666666667,"X2",0.1485,"PD2",5,"Set A"
"TemeculaL",24,3,0.1085,0.105416666666667,"X3",0.1525,"PD2",5,"Set A"
"TemeculaL",24,3,0.1085,0.105416666666667,"X4",0.1475,"PD2",5,"Set A"
"TemeculaL",24,3,0.1085,0.105416666666667,"X5",0.1405,"PD2",5,"Set A"
"TemeculaL",24,3,0.1085,0.105416666666667,"X6",0.1395,"PD2",5,"Set A"
"TemeculaL",24,3,0.1085,0.105416666666667,"X7",0.142583333333333,"PD2+Ca",5,"Set A"
"TemeculaL",24,3,0.1085,0.105416666666667,"X8",0.156583333333333,"PD2+Ca",5,"Set A"
"TemeculaL",24,3,0.1085,0.105416666666667,"X9",0.136583333333333,"PD2+Ca",5,"Set A"
"TemeculaL",24,3,0.1085,0.105416666666667,"X10",0.133583333333333,"PD2+Ca",5,"Set A"
"TemeculaL",24,3,0.1085,0.105416666666667,"X11",0.126583333333333,"PD2+Ca",5,"Set A"
"TemeculaL",24,3,0.1085,0.105416666666667,"X12",0.119583333333333,"PD2+Ca",5,"Set A"
"IVIA53872",25,3,0.1085,0.105416666666667,"X1",0.3015,"PD2",5,"Set A"
"IVIA53872",25,3,0.1085,0.105416666666667,"X2",0.3105,"PD2",5,"Set A"
"IVIA53872",25,3,0.1085,0.105416666666667,"X3",0.3155,"PD2",5,"Set A"
"IVIA53872",25,3,0.1085,0.105416666666667,"X4",0.3105,"PD2",5,"Set A"
"IVIA53872",25,3,0.1085,0.105416666666667,"X5",0.3085,"PD2",5,"Set A"
"IVIA53872",25,3,0.1085,0.105416666666667,"X6",0.3015,"PD2",5,"Set A"
"IVIA53872",25,3,0.1085,0.105416666666667,"X7",0.278583333333333,"PD2+Ca",5,"Set A"
"IVIA53872",25,3,0.1085,0.105416666666667,"X8",0.288583333333333,"PD2+Ca",5,"Set A"
"IVIA53872",25,3,0.1085,0.105416666666667,"X9",0.307583333333333,"PD2+Ca",5,"Set A"
"IVIA53872",25,3,0.1085,0.105416666666667,"X10",0.274583333333333,"PD2+Ca",5,"Set A"
"IVIA53872",25,3,0.1085,0.105416666666667,"X11",0.253583333333333,"PD2+Ca",5,"Set A"
"IVIA53872",25,3,0.1085,0.105416666666667,"X12",0.261583333333333,"PD2+Ca",5,"Set A"
"XF3348",26,3,0.1085,0.105416666666667,"X1",0.0645,"PD2",5,"Set A"
"XF3348",26,3,0.1085,0.105416666666667,"X2",0.0735,"PD2",5,"Set A"
"XF3348",26,3,0.1085,0.105416666666667,"X3",0.0715,"PD2",5,"Set A"
"XF3348",26,3,0.1085,0.105416666666667,"X4",0.0705,"PD2",5,"Set A"
"XF3348",26,3,0.1085,0.105416666666667,"X5",0.0795,"PD2",5,"Set A"
"XF3348",26,3,0.1085,0.105416666666667,"X6",0.0635,"PD2",5,"Set A"
"XF3348",26,3,0.1085,0.105416666666667,"X7",0.0715833333333333,"PD2+Ca",5,"Set A"
"XF3348",26,3,0.1085,0.105416666666667,"X8",0.0725833333333333,"PD2+Ca",5,"Set A"
"XF3348",26,3,0.1085,0.105416666666667,"X9",0.0805833333333333,"PD2+Ca",5,"Set A"
"XF3348",26,3,0.1085,0.105416666666667,"X10",0.0795833333333333,"PD2+Ca",5,"Set A"
"XF3348",26,3,0.1085,0.105416666666667,"X11",0.0785833333333333,"PD2+Ca",5,"Set A"
"XF3348",26,3,0.1085,0.105416666666667,"X12",0.0955833333333334,"PD2+Ca",5,"Set A"
"IVIA5901",27,3,0.1085,0.105416666666667,"X1",0.1645,"PD2",5,"Set A"
"IVIA5901",27,3,0.1085,0.105416666666667,"X2",0.1435,"PD2",5,"Set A"
"IVIA5901",27,3,0.1085,0.105416666666667,"X3",0.1575,"PD2",5,"Set A"
"IVIA5901",27,3,0.1085,0.105416666666667,"X4",0.1545,"PD2",5,"Set A"
"IVIA5901",27,3,0.1085,0.105416666666667,"X5",0.1395,"PD2",5,"Set A"
"IVIA5901",27,3,0.1085,0.105416666666667,"X6",0.1385,"PD2",5,"Set A"
"IVIA5901",27,3,0.1085,0.105416666666667,"X7",0.103583333333333,"PD2+Ca",5,"Set A"
"IVIA5901",27,3,0.1085,0.105416666666667,"X8",0.105583333333333,"PD2+Ca",5,"Set A"
"IVIA5901",27,3,0.1085,0.105416666666667,"X9",0.106583333333333,"PD2+Ca",5,"Set A"
"IVIA5901",27,3,0.1085,0.105416666666667,"X10",0.0885833333333333,"PD2+Ca",5,"Set A"
"IVIA5901",27,3,0.1085,0.105416666666667,"X11",0.0835833333333333,"PD2+Ca",5,"Set A"
"IVIA5901",27,3,0.1085,0.105416666666667,"X12",0.0785833333333333,"PD2+Ca",5,"Set A"
"WM1-1",2,1,0.1075,0.107,"X1",0.0235,"PD2",6,"Set A"
"WM1-1",2,1,0.1075,0.107,"X2",0.0305,"PD2",6,"Set A"
"WM1-1",2,1,0.1075,0.107,"X3",0.0255,"PD2",6,"Set A"
"WM1-1",2,1,0.1075,0.107,"X4",0.0315,"PD2",6,"Set A"
"WM1-1",2,1,0.1075,0.107,"X5",0.0275,"PD2",6,"Set A"
"WM1-1",2,1,0.1075,0.107,"X6",0.0275,"PD2",6,"Set A"
"WM1-1",2,1,0.1075,0.107,"X7",-0.003,"PD2+Ca",6,"Set A"
"WM1-1",2,1,0.1075,0.107,"X8",0.024,"PD2+Ca",6,"Set A"
"WM1-1",2,1,0.1075,0.107,"X9",0.025,"PD2+Ca",6,"Set A"
"WM1-1",2,1,0.1075,0.107,"X10",0.035,"PD2+Ca",6,"Set A"
"WM1-1",2,1,0.1075,0.107,"X11",0.024,"PD2+Ca",6,"Set A"
"WM1-1",2,1,0.1075,0.107,"X12",0.023,"PD2+Ca",6,"Set A"
"B3SN17.2",3,1,0.1075,0.107,"X1",0.1215,"PD2",6,"Set A"
"B3SN17.2",3,1,0.1075,0.107,"X2",0.1375,"PD2",6,"Set A"
"B3SN17.2",3,1,0.1075,0.107,"X3",0.1385,"PD2",6,"Set A"
"B3SN17.2",3,1,0.1075,0.107,"X4",0.1305,"PD2",6,"Set A"
"B3SN17.2",3,1,0.1075,0.107,"X5",0.1595,"PD2",6,"Set A"
"B3SN17.2",3,1,0.1075,0.107,"X6",0.1445,"PD2",6,"Set A"
"B3SN17.2",3,1,0.1075,0.107,"X7",0.153,"PD2+Ca",6,"Set A"
"B3SN17.2",3,1,0.1075,0.107,"X8",0.141,"PD2+Ca",6,"Set A"
"B3SN17.2",3,1,0.1075,0.107,"X9",0.146,"PD2+Ca",6,"Set A"
"B3SN17.2",3,1,0.1075,0.107,"X10",0.152,"PD2+Ca",6,"Set A"
"B3SN17.2",3,1,0.1075,0.107,"X11",0.148,"PD2+Ca",6,"Set A"
"B3SN17.2",3,1,0.1075,0.107,"X12",0.154,"PD2+Ca",6,"Set A"
"TemeculaL",4,1,0.1075,0.107,"X1",0.1375,"PD2",6,"Set A"
"TemeculaL",4,1,0.1075,0.107,"X2",0.1515,"PD2",6,"Set A"
"TemeculaL",4,1,0.1075,0.107,"X3",0.1525,"PD2",6,"Set A"
"TemeculaL",4,1,0.1075,0.107,"X4",0.1555,"PD2",6,"Set A"
"TemeculaL",4,1,0.1075,0.107,"X5",0.1545,"PD2",6,"Set A"
"TemeculaL",4,1,0.1075,0.107,"X6",0.1395,"PD2",6,"Set A"
"TemeculaL",4,1,0.1075,0.107,"X7",0.172,"PD2+Ca",6,"Set A"
"TemeculaL",4,1,0.1075,0.107,"X8",0.161,"PD2+Ca",6,"Set A"
"TemeculaL",4,1,0.1075,0.107,"X9",0.156,"PD2+Ca",6,"Set A"
"TemeculaL",4,1,0.1075,0.107,"X10",0.159,"PD2+Ca",6,"Set A"
"TemeculaL",4,1,0.1075,0.107,"X11",0.164,"PD2+Ca",6,"Set A"
