"","Strains","row_id","Plate","PD2_blank","PD2Ca_blank","Variable","OD","Treatment","Day"
"289","WM1-1",12,2,0.1065,0.1055,"X1",0.0035,"PD2",1
"290","WM1-1",12,2,0.1065,0.1055,"X2",0.0175,"PD2",1
"291","WM1-1",12,2,0.1065,0.1055,"X3",0.0195,"PD2",1
"292","WM1-1",12,2,0.1065,0.1055,"X4",0.0225,"PD2",1
"293","WM1-1",12,2,0.1065,0.1055,"X5",0.0205,"PD2",1
"294","WM1-1",12,2,0.1065,0.1055,"X6",0.0165,"PD2",1
"295","WM1-1",12,2,0.1065,0.1055,"X7",0.0155,"PD2+Ca",1
"296","WM1-1",12,2,0.1065,0.1055,"X8",0.0165,"PD2+Ca",1
"297","WM1-1",12,2,0.1065,0.1055,"X9",0.0165,"PD2+Ca",1
"298","WM1-1",12,2,0.1065,0.1055,"X10",0.0135,"PD2+Ca",1
"299","WM1-1",12,2,0.1065,0.1055,"X11",0.00650000000000001,"PD2+Ca",1
"300","WM1-1",12,2,0.1065,0.1055,"X12",0.0045,"PD2+Ca",1
"301","B3SN17.2",13,2,0.1065,0.1055,"X1",0.0055,"PD2",1
"302","B3SN17.2",13,2,0.1065,0.1055,"X2",0.0245,"PD2",1
"303","B3SN17.2",13,2,0.1065,0.1055,"X3",0.0315,"PD2",1
"304","B3SN17.2",13,2,0.1065,0.1055,"X4",0.0275,"PD2",1
"305","B3SN17.2",13,2,0.1065,0.1055,"X5",0.0235,"PD2",1
"306","B3SN17.2",13,2,0.1065,0.1055,"X6",0.0225,"PD2",1
"307","B3SN17.2",13,2,0.1065,0.1055,"X7",0.0225,"PD2+Ca",1
"308","B3SN17.2",13,2,0.1065,0.1055,"X8",0.0195,"PD2+Ca",1
"309","B3SN17.2",13,2,0.1065,0.1055,"X9",0.0205,"PD2+Ca",1
"310","B3SN17.2",13,2,0.1065,0.1055,"X10",0.0175,"PD2+Ca",1
"311","B3SN17.2",13,2,0.1065,0.1055,"X11",0.0145,"PD2+Ca",1
"312","B3SN17.2",13,2,0.1065,0.1055,"X12",0.0055,"PD2+Ca",1
"313","TemeculaL",14,2,0.1065,0.1055,"X1",0.0045,"PD2",1
"314","TemeculaL",14,2,0.1065,0.1055,"X2",0.0255,"PD2",1
"315","TemeculaL",14,2,0.1065,0.1055,"X3",0.0305,"PD2",1
"316","TemeculaL",14,2,0.1065,0.1055,"X4",0.0275,"PD2",1
"317","TemeculaL",14,2,0.1065,0.1055,"X5",0.0245,"PD2",1
"318","TemeculaL",14,2,0.1065,0.1055,"X6",0.0225,"PD2",1
"319","TemeculaL",14,2,0.1065,0.1055,"X7",0.0185,"PD2+Ca",1
"320","TemeculaL",14,2,0.1065,0.1055,"X8",0.0215,"PD2+Ca",1
"321","TemeculaL",14,2,0.1065,0.1055,"X9",0.0195,"PD2+Ca",1
"322","TemeculaL",14,2,0.1065,0.1055,"X10",0.0185,"PD2+Ca",1
"323","TemeculaL",14,2,0.1065,0.1055,"X11",0.0145,"PD2+Ca",1
"324","TemeculaL",14,2,0.1065,0.1055,"X12",0.0055,"PD2+Ca",1
"325","IVIA53872",15,2,0.1065,0.1055,"X1",0.00650000000000001,"PD2",1
"326","IVIA53872",15,2,0.1065,0.1055,"X2",0.0295,"PD2",1
"327","IVIA53872",15,2,0.1065,0.1055,"X3",0.0315,"PD2",1
"328","IVIA53872",15,2,0.1065,0.1055,"X4",0.0305,"PD2",1
"329","IVIA53872",15,2,0.1065,0.1055,"X5",0.0275,"PD2",1
"330","IVIA53872",15,2,0.1065,0.1055,"X6",0.0285,"PD2",1
"331","IVIA53872",15,2,0.1065,0.1055,"X7",0.0285,"PD2+Ca",1
"332","IVIA53872",15,2,0.1065,0.1055,"X8",0.0285,"PD2+Ca",1
"333","IVIA53872",15,2,0.1065,0.1055,"X9",0.0255,"PD2+Ca",1
"334","IVIA53872",15,2,0.1065,0.1055,"X10",0.0285,"PD2+Ca",1
"335","IVIA53872",15,2,0.1065,0.1055,"X11",0.0235,"PD2+Ca",1
"336","IVIA53872",15,2,0.1065,0.1055,"X12",0.00750000000000001,"PD2+Ca",1
"337","XF3348",16,2,0.1065,0.1055,"X1",0.0155,"PD2",1
"338","XF3348",16,2,0.1065,0.1055,"X2",0.0315,"PD2",1
"339","XF3348",16,2,0.1065,0.1055,"X3",0.0395,"PD2",1
"340","XF3348",16,2,0.1065,0.1055,"X4",0.0365,"PD2",1
"341","XF3348",16,2,0.1065,0.1055,"X5",0.0375,"PD2",1
"342","XF3348",16,2,0.1065,0.1055,"X6",0.0445,"PD2",1
"343","XF3348",16,2,0.1065,0.1055,"X7",0.0355,"PD2+Ca",1
"344","XF3348",16,2,0.1065,0.1055,"X8",0.0335,"PD2+Ca",1
"345","XF3348",16,2,0.1065,0.1055,"X9",0.0365,"PD2+Ca",1
"346","XF3348",16,2,0.1065,0.1055,"X10",0.0385,"PD2+Ca",1
"347","XF3348",16,2,0.1065,0.1055,"X11",0.0335,"PD2+Ca",1
"348","XF3348",16,2,0.1065,0.1055,"X12",0.00850000000000001,"PD2+Ca",1
"349","IVIA5901",17,2,0.1065,0.1055,"X1",0.0025,"PD2",1
"350","IVIA5901",17,2,0.1065,0.1055,"X2",0.0205,"PD2",1
"351","IVIA5901",17,2,0.1065,0.1055,"X3",0.0275,"PD2",1
"352","IVIA5901",17,2,0.1065,0.1055,"X4",0.0245,"PD2",1
"353","IVIA5901",17,2,0.1065,0.1055,"X5",0.0215,"PD2",1
"354","IVIA5901",17,2,0.1065,0.1055,"X6",0.0195,"PD2",1
"355","IVIA5901",17,2,0.1065,0.1055,"X7",0.0195,"PD2+Ca",1
"356","IVIA5901",17,2,0.1065,0.1055,"X8",0.0225,"PD2+Ca",1
"357","IVIA5901",17,2,0.1065,0.1055,"X9",0.0175,"PD2+Ca",1
"358","IVIA5901",17,2,0.1065,0.1055,"X10",0.0135,"PD2+Ca",1
"359","IVIA5901",17,2,0.1065,0.1055,"X11",0.0145,"PD2+Ca",1
"360","IVIA5901",17,2,0.1065,0.1055,"X12",0.0035,"PD2+Ca",1
"361","WM1-1",22,3,0.107083333333333,0.108916666666667,"X1",0.00291666666666666,"PD2",1
"362","WM1-1",22,3,0.107083333333333,0.108916666666667,"X2",0.0129166666666667,"PD2",1
"363","WM1-1",22,3,0.107083333333333,0.108916666666667,"X3",0.0139166666666667,"PD2",1
"364","WM1-1",22,3,0.107083333333333,0.108916666666667,"X4",0.0169166666666667,"PD2",1
"365","WM1-1",22,3,0.107083333333333,0.108916666666667,"X5",0.0169166666666667,"PD2",1
"366","WM1-1",22,3,0.107083333333333,0.108916666666667,"X6",0.0169166666666667,"PD2",1
"367","WM1-1",22,3,0.107083333333333,0.108916666666667,"X7",0.0150833333333333,"PD2+Ca",1
"368","WM1-1",22,3,0.107083333333333,0.108916666666667,"X8",0.0130833333333333,"PD2+Ca",1
"369","WM1-1",22,3,0.107083333333333,0.108916666666667,"X9",0.00908333333333333,"PD2+Ca",1
"370","WM1-1",22,3,0.107083333333333,0.108916666666667,"X10",0.00808333333333335,"PD2+Ca",1
"371","WM1-1",22,3,0.107083333333333,0.108916666666667,"X11",0.00408333333333334,"PD2+Ca",1
"372","WM1-1",22,3,0.107083333333333,0.108916666666667,"X12",0.00108333333333334,"PD2+Ca",1
"373","B3SN17.2",23,3,0.107083333333333,0.108916666666667,"X1",0.00391666666666667,"PD2",1
"374","B3SN17.2",23,3,0.107083333333333,0.108916666666667,"X2",0.0149166666666667,"PD2",1
"375","B3SN17.2",23,3,0.107083333333333,0.108916666666667,"X3",0.0169166666666667,"PD2",1
"376","B3SN17.2",23,3,0.107083333333333,0.108916666666667,"X4",0.0199166666666667,"PD2",1
"377","B3SN17.2",23,3,0.107083333333333,0.108916666666667,"X5",0.0209166666666667,"PD2",1
"378","B3SN17.2",23,3,0.107083333333333,0.108916666666667,"X6",0.0209166666666667,"PD2",1
"379","B3SN17.2",23,3,0.107083333333333,0.108916666666667,"X7",0.0180833333333333,"PD2+Ca",1
"380","B3SN17.2",23,3,0.107083333333333,0.108916666666667,"X8",0.0180833333333333,"PD2+Ca",1
"381","B3SN17.2",23,3,0.107083333333333,0.108916666666667,"X9",0.0170833333333333,"PD2+Ca",1
"382","B3SN17.2",23,3,0.107083333333333,0.108916666666667,"X10",0.0150833333333333,"PD2+Ca",1
"383","B3SN17.2",23,3,0.107083333333333,0.108916666666667,"X11",0.00708333333333334,"PD2+Ca",1
"384","B3SN17.2",23,3,0.107083333333333,0.108916666666667,"X12",0.00108333333333334,"PD2+Ca",1
"385","TemeculaL",24,3,0.107083333333333,0.108916666666667,"X1",0.00291666666666666,"PD2",1
"386","TemeculaL",24,3,0.107083333333333,0.108916666666667,"X2",0.0119166666666667,"PD2",1
"387","TemeculaL",24,3,0.107083333333333,0.108916666666667,"X3",0.0189166666666667,"PD2",1
"388","TemeculaL",24,3,0.107083333333333,0.108916666666667,"X4",0.0189166666666667,"PD2",1
"389","TemeculaL",24,3,0.107083333333333,0.108916666666667,"X5",0.0219166666666667,"PD2",1
"390","TemeculaL",24,3,0.107083333333333,0.108916666666667,"X6",0.0229166666666667,"PD2",1
"391","TemeculaL",24,3,0.107083333333333,0.108916666666667,"X7",0.0170833333333333,"PD2+Ca",1
"392","TemeculaL",24,3,0.107083333333333,0.108916666666667,"X8",0.0180833333333333,"PD2+Ca",1
"393","TemeculaL",24,3,0.107083333333333,0.108916666666667,"X9",0.0190833333333333,"PD2+Ca",1
"394","TemeculaL",24,3,0.107083333333333,0.108916666666667,"X10",0.0140833333333333,"PD2+Ca",1
"395","TemeculaL",24,3,0.107083333333333,0.108916666666667,"X11",0.00708333333333334,"PD2+Ca",1
"396","TemeculaL",24,3,0.107083333333333,0.108916666666667,"X12",0.00108333333333334,"PD2+Ca",1
"397","IVIA53872",25,3,0.107083333333333,0.108916666666667,"X1",0.00691666666666667,"PD2",1
"398","IVIA53872",25,3,0.107083333333333,0.108916666666667,"X2",0.0169166666666667,"PD2",1
"399","IVIA53872",25,3,0.107083333333333,0.108916666666667,"X3",0.0259166666666667,"PD2",1
"400","IVIA53872",25,3,0.107083333333333,0.108916666666667,"X4",0.0199166666666667,"PD2",1
"401","IVIA53872",25,3,0.107083333333333,0.108916666666667,"X5",0.0209166666666667,"PD2",1
"402","IVIA53872",25,3,0.107083333333333,0.108916666666667,"X6",0.0239166666666667,"PD2",1
"403","IVIA53872",25,3,0.107083333333333,0.108916666666667,"X7",0.0270833333333333,"PD2+Ca",1
"404","IVIA53872",25,3,0.107083333333333,0.108916666666667,"X8",0.0230833333333333,"PD2+Ca",1
"405","IVIA53872",25,3,0.107083333333333,0.108916666666667,"X9",0.0230833333333333,"PD2+Ca",1
"406","IVIA53872",25,3,0.107083333333333,0.108916666666667,"X10",0.0180833333333333,"PD2+Ca",1
"407","IVIA53872",25,3,0.107083333333333,0.108916666666667,"X11",0.0110833333333333,"PD2+Ca",1
"408","IVIA53872",25,3,0.107083333333333,0.108916666666667,"X12",0.00708333333333334,"PD2+Ca",1
"409","XF3348",26,3,0.107083333333333,0.108916666666667,"X1",0.00791666666666667,"PD2",1
"410","XF3348",26,3,0.107083333333333,0.108916666666667,"X2",0.0219166666666667,"PD2",1
"411","XF3348",26,3,0.107083333333333,0.108916666666667,"X3",0.0209166666666667,"PD2",1
"412","XF3348",26,3,0.107083333333333,0.108916666666667,"X4",0.0339166666666667,"PD2",1
"413","XF3348",26,3,0.107083333333333,0.108916666666667,"X5",0.0429166666666667,"PD2",1
"414","XF3348",26,3,0.107083333333333,0.108916666666667,"X6",0.0219166666666667,"PD2",1
"415","XF3348",26,3,0.107083333333333,0.108916666666667,"X7",0.0280833333333333,"PD2+Ca",1
"416","XF3348",26,3,0.107083333333333,0.108916666666667,"X8",0.0280833333333333,"PD2+Ca",1
"417","XF3348",26,3,0.107083333333333,0.108916666666667,"X9",0.0320833333333333,"PD2+Ca",1
"418","XF3348",26,3,0.107083333333333,0.108916666666667,"X10",0.0250833333333333,"PD2+Ca",1
"419","XF3348",26,3,0.107083333333333,0.108916666666667,"X11",0.0150833333333333,"PD2+Ca",1
"420","XF3348",26,3,0.107083333333333,0.108916666666667,"X12",0.00208333333333334,"PD2+Ca",1
"421","IVIA5901",27,3,0.107083333333333,0.108916666666667,"X1",0.00191666666666666,"PD2",1
"422","IVIA5901",27,3,0.107083333333333,0.108916666666667,"X2",0.0109166666666667,"PD2",1
"423","IVIA5901",27,3,0.107083333333333,0.108916666666667,"X3",0.0149166666666667,"PD2",1
"424","IVIA5901",27,3,0.107083333333333,0.108916666666667,"X4",0.0239166666666667,"PD2",1
"425","IVIA5901",27,3,0.107083333333333,0.108916666666667,"X5",0.0169166666666667,"PD2",1
"426","IVIA5901",27,3,0.107083333333333,0.108916666666667,"X6",0.0149166666666667,"PD2",1
"427","IVIA5901",27,3,0.107083333333333,0.108916666666667,"X7",0.0220833333333333,"PD2+Ca",1
"428","IVIA5901",27,3,0.107083333333333,0.108916666666667,"X8",0.0130833333333333,"PD2+Ca",1
"429","IVIA5901",27,3,0.107083333333333,0.108916666666667,"X9",0.0150833333333333,"PD2+Ca",1
"430","IVIA5901",27,3,0.107083333333333,0.108916666666667,"X10",0.0150833333333333,"PD2+Ca",1
"431","IVIA5901",27,3,0.107083333333333,0.108916666666667,"X11",0.00808333333333335,"PD2+Ca",1
"432","IVIA5901",27,3,0.107083333333333,0.108916666666667,"X12",0.00108333333333334,"PD2+Ca",1
"433","WM1-1",2,1,0.10725,0.109083333333333,"X1",0.00675000000000001,"PD2",2
"434","WM1-1",2,1,0.10725,0.109083333333333,"X2",0.01275,"PD2",2
"435","WM1-1",2,1,0.10725,0.109083333333333,"X3",0.01375,"PD2",2
"436","WM1-1",2,1,0.10725,0.109083333333333,"X4",0.01375,"PD2",2
"437","WM1-1",2,1,0.10725,0.109083333333333,"X5",0.00675000000000001,"PD2",2
"438","WM1-1",2,1,0.10725,0.109083333333333,"X6",0.00975000000000001,"PD2",2
"439","WM1-1",2,1,0.10725,0.109083333333333,"X7",-0.00608333333333334,"PD2+Ca",2
"440","WM1-1",2,1,0.10725,0.109083333333333,"X8",0.00291666666666666,"PD2+Ca",2
"441","WM1-1",2,1,0.10725,0.109083333333333,"X9",0.00291666666666666,"PD2+Ca",2
"442","WM1-1",2,1,0.10725,0.109083333333333,"X10",0.00391666666666667,"PD2+Ca",2
"443","WM1-1",2,1,0.10725,0.109083333333333,"X11",0.00391666666666667,"PD2+Ca",2
"444","WM1-1",2,1,0.10725,0.109083333333333,"X12",0.00291666666666666,"PD2+Ca",2
"445","B3SN17.2",3,1,0.10725,0.109083333333333,"X1",0.05675,"PD2",2
"446","B3SN17.2",3,1,0.10725,0.109083333333333,"X2",0.06075,"PD2",2
"447","B3SN17.2",3,1,0.10725,0.109083333333333,"X3",0.06775,"PD2",2
"448","B3SN17.2",3,1,0.10725,0.109083333333333,"X4",0.06475,"PD2",2
"449","B3SN17.2",3,1,0.10725,0.109083333333333,"X5",0.07075,"PD2",2
"450","B3SN17.2",3,1,0.10725,0.109083333333333,"X6",0.07375,"PD2",2
"451","B3SN17.2",3,1,0.10725,0.109083333333333,"X7",0.0449166666666667,"PD2+Ca",2
"452","B3SN17.2",3,1,0.10725,0.109083333333333,"X8",0.0479166666666667,"PD2+Ca",2
"453","B3SN17.2",3,1,0.10725,0.109083333333333,"X9",0.0439166666666667,"PD2+Ca",2
"454","B3SN17.2",3,1,0.10725,0.109083333333333,"X10",0.0399166666666667,"PD2+Ca",2
"455","B3SN17.2",3,1,0.10725,0.109083333333333,"X11",0.0389166666666667,"PD2+Ca",2
"456","B3SN17.2",3,1,0.10725,0.109083333333333,"X12",0.0379166666666667,"PD2+Ca",2
"457","TemeculaL",4,1,0.10725,0.109083333333333,"X1",0.02375,"PD2",2
"458","TemeculaL",4,1,0.10725,0.109083333333333,"X2",0.02975,"PD2",2
"459","TemeculaL",4,1,0.10725,0.109083333333333,"X3",0.03375,"PD2",2
"460","TemeculaL",4,1,0.10725,0.109083333333333,"X4",0.02775,"PD2",2
"461","TemeculaL",4,1,0.10725,0.109083333333333,"X5",0.03675,"PD2",2
"462","TemeculaL",4,1,0.10725,0.109083333333333,"X6",0.02575,"PD2",2
"463","TemeculaL",4,1,0.10725,0.109083333333333,"X7",0.0169166666666667,"PD2+Ca",2
"464","TemeculaL",4,1,0.10725,0.109083333333333,"X8",0.0189166666666667,"PD2+Ca",2
"465","TemeculaL",4,1,0.10725,0.109083333333333,"X9",0.0179166666666667,"PD2+Ca",2
"466","TemeculaL",4,1,0.10725,0.109083333333333,"X10",0.0189166666666667,"PD2+Ca",2
"467","TemeculaL",4,1,0.10725,0.109083333333333,"X11",0.0189166666666667,"PD2+Ca",2
"468","TemeculaL",4,1,0.10725,0.109083333333333,"X12",0.0249166666666667,"PD2+Ca",2
"469","IVIA53872",5,1,0.10725,0.109083333333333,"X1",0.11775,"PD2",2
"470","IVIA53872",5,1,0.10725,0.109083333333333,"X2",0.09975,"PD2",2
"471","IVIA53872",5,1,0.10725,0.109083333333333,"X3",0.10975,"PD2",2
"472","IVIA53872",5,1,0.10725,0.109083333333333,"X4",0.12375,"PD2",2
"473","IVIA53872",5,1,0.10725,0.109083333333333,"X5",0.14575,"PD2",2
"474","IVIA53872",5,1,0.10725,0.109083333333333,"X6",0.16175,"PD2",2
"475","IVIA53872",5,1,0.10725,0.109083333333333,"X7",0.185916666666667,"PD2+Ca",2
"476","IVIA53872",5,1,0.10725,0.109083333333333,"X8",0.196916666666667,"PD2+Ca",2
"477","IVIA53872",5,1,0.10725,0.109083333333333,"X9",0.172916666666667,"PD2+Ca",2
"478","IVIA53872",5,1,0.10725,0.109083333333333,"X10",0.133916666666667,"PD2+Ca",2
"479","IVIA53872",5,1,0.10725,0.109083333333333,"X11",0.132916666666667,"PD2+Ca",2
"480","IVIA53872",5,1,0.10725,0.109083333333333,"X12",0.112916666666667,"PD2+Ca",2
"481","XF3348",6,1,0.10725,0.109083333333333,"X1",0.02575,"PD2",2
"482","XF3348",6,1,0.10725,0.109083333333333,"X2",0.02675,"PD2",2
"483","XF3348",6,1,0.10725,0.109083333333333,"X3",0.02375,"PD2",2
"484","XF3348",6,1,0.10725,0.109083333333333,"X4",0.03675,"PD2",2
"485","XF3348",6,1,0.10725,0.109083333333333,"X5",0.02175,"PD2",2
"486","XF3348",6,1,0.10725,0.109083333333333,"X6",0.02975,"PD2",2
"487","XF3348",6,1,0.10725,0.109083333333333,"X7",0.0219166666666667,"PD2+Ca",2
"488","XF3348",6,1,0.10725,0.109083333333333,"X8",0.0229166666666667,"PD2+Ca",2
"489","XF3348",6,1,0.10725,0.109083333333333,"X9",0.0369166666666667,"PD2+Ca",2
"490","XF3348",6,1,0.10725,0.109083333333333,"X10",0.0219166666666667,"PD2+Ca",2
"491","XF3348",6,1,0.10725,0.109083333333333,"X11",0.0179166666666667,"PD2+Ca",2
"492","XF3348",6,1,0.10725,0.109083333333333,"X12",0.0189166666666667,"PD2+Ca",2
"493","IVIA5901",7,1,0.10725,0.109083333333333,"X1",0.01475,"PD2",2
"494","IVIA5901",7,1,0.10725,0.109083333333333,"X2",0.02375,"PD2",2
"495","IVIA5901",7,1,0.10725,0.109083333333333,"X3",0.01075,"PD2",2
"496","IVIA5901",7,1,0.10725,0.109083333333333,"X4",0.00975000000000001,"PD2",2
"497","IVIA5901",7,1,0.10725,0.109083333333333,"X5",0.01175,"PD2",2
"498","IVIA5901",7,1,0.10725,0.109083333333333,"X6",0.00975000000000001,"PD2",2
"499","IVIA5901",7,1,0.10725,0.109083333333333,"X7",0.00491666666666667,"PD2+Ca",2
"500","IVIA5901",7,1,0.10725,0.109083333333333,"X8",0.00491666666666667,"PD2+Ca",2
"501","IVIA5901",7,1,0.10725,0.109083333333333,"X9",0.0139166666666667,"PD2+Ca",2
"502","IVIA5901",7,1,0.10725,0.109083333333333,"X10",0.0129166666666667,"PD2+Ca",2
"503","IVIA5901",7,1,0.10725,0.109083333333333,"X11",0.0269166666666667,"PD2+Ca",2
"504","IVIA5901",7,1,0.10725,0.109083333333333,"X12",0.00691666666666667,"PD2+Ca",2
"505","WM1-1",12,2,0.105833333333333,0.104833333333333,"X1",0.0111666666666667,"PD2",2
"506","WM1-1",12,2,0.105833333333333,0.104833333333333,"X2",0.0111666666666667,"PD2",2
"507","WM1-1",12,2,0.105833333333333,0.104833333333333,"X3",0.0121666666666667,"PD2",2
"508","WM1-1",12,2,0.105833333333333,0.104833333333333,"X4",0.0131666666666667,"PD2",2
"509","WM1-1",12,2,0.105833333333333,0.104833333333333,"X5",0.0141666666666667,"PD2",2
"510","WM1-1",12,2,0.105833333333333,0.104833333333333,"X6",0.0111666666666667,"PD2",2
"511","WM1-1",12,2,0.105833333333333,0.104833333333333,"X7",0.0101666666666667,"PD2+Ca",2
"512","WM1-1",12,2,0.105833333333333,0.104833333333333,"X8",0.0111666666666667,"PD2+Ca",2
"513","WM1-1",12,2,0.105833333333333,0.104833333333333,"X9",0.0111666666666667,"PD2+Ca",2
"514","WM1-1",12,2,0.105833333333333,0.104833333333333,"X10",0.0101666666666667,"PD2+Ca",2
"515","WM1-1",12,2,0.105833333333333,0.104833333333333,"X11",0.0111666666666667,"PD2+Ca",2
"516","WM1-1",12,2,0.105833333333333,0.104833333333333,"X12",0.0101666666666667,"PD2+Ca",2
"517","B3SN17.2",13,2,0.105833333333333,0.104833333333333,"X1",0.0641666666666667,"PD2",2
"518","B3SN17.2",13,2,0.105833333333333,0.104833333333333,"X2",0.0641666666666667,"PD2",2
"519","B3SN17.2",13,2,0.105833333333333,0.104833333333333,"X3",0.0621666666666667,"PD2",2
"520","B3SN17.2",13,2,0.105833333333333,0.104833333333333,"X4",0.0631666666666667,"PD2",2
"521","B3SN17.2",13,2,0.105833333333333,0.104833333333333,"X5",0.0641666666666667,"PD2",2
"522","B3SN17.2",13,2,0.105833333333333,0.104833333333333,"X6",0.0651666666666667,"PD2",2
"523","B3SN17.2",13,2,0.105833333333333,0.104833333333333,"X7",0.0541666666666667,"PD2+Ca",2
"524","B3SN17.2",13,2,0.105833333333333,0.104833333333333,"X8",0.0561666666666667,"PD2+Ca",2
"525","B3SN17.2",13,2,0.105833333333333,0.104833333333333,"X9",0.0521666666666667,"PD2+Ca",2
"526","B3SN17.2",13,2,0.105833333333333,0.104833333333333,"X10",0.0481666666666667,"PD2+Ca",2
"527","B3SN17.2",13,2,0.105833333333333,0.104833333333333,"X11",0.0491666666666667,"PD2+Ca",2
"528","B3SN17.2",13,2,0.105833333333333,0.104833333333333,"X12",0.0471666666666667,"PD2+Ca",2
"529","TemeculaL",14,2,0.105833333333333,0.104833333333333,"X1",0.0291666666666667,"PD2",2
"530","TemeculaL",14,2,0.105833333333333,0.104833333333333,"X2",0.0241666666666667,"PD2",2
"531","TemeculaL",14,2,0.105833333333333,0.104833333333333,"X3",0.0251666666666667,"PD2",2
"532","TemeculaL",14,2,0.105833333333333,0.104833333333333,"X4",0.0251666666666667,"PD2",2
"533","TemeculaL",14,2,0.105833333333333,0.104833333333333,"X5",0.0271666666666667,"PD2",2
"534","TemeculaL",14,2,0.105833333333333,0.104833333333333,"X6",0.0301666666666667,"PD2",2
"535","TemeculaL",14,2,0.105833333333333,0.104833333333333,"X7",0.0301666666666667,"PD2+Ca",2
"536","TemeculaL",14,2,0.105833333333333,0.104833333333333,"X8",0.0261666666666667,"PD2+Ca",2
"537","TemeculaL",14,2,0.105833333333333,0.104833333333333,"X9",0.0241666666666667,"PD2+Ca",2
"538","TemeculaL",14,2,0.105833333333333,0.104833333333333,"X10",0.0221666666666667,"PD2+Ca",2
"539","TemeculaL",14,2,0.105833333333333,0.104833333333333,"X11",0.0221666666666667,"PD2+Ca",2
"540","TemeculaL",14,2,0.105833333333333,0.104833333333333,"X12",0.0201666666666667,"PD2+Ca",2
"541","IVIA53872",15,2,0.105833333333333,0.104833333333333,"X1",0.0901666666666667,"PD2",2
"542","IVIA53872",15,2,0.105833333333333,0.104833333333333,"X2",0.0871666666666667,"PD2",2
"543","IVIA53872",15,2,0.105833333333333,0.104833333333333,"X3",0.0921666666666667,"PD2",2
"544","IVIA53872",15,2,0.105833333333333,0.104833333333333,"X4",0.0991666666666667,"PD2",2
"545","IVIA53872",15,2,0.105833333333333,0.104833333333333,"X5",0.103166666666667,"PD2",2
"546","IVIA53872",15,2,0.105833333333333,0.104833333333333,"X6",0.115166666666667,"PD2",2
"547","IVIA53872",15,2,0.105833333333333,0.104833333333333,"X7",0.142166666666667,"PD2+Ca",2
"548","IVIA53872",15,2,0.105833333333333,0.104833333333333,"X8",0.143166666666667,"PD2+Ca",2
"549","IVIA53872",15,2,0.105833333333333,0.104833333333333,"X9",0.136166666666667,"PD2+Ca",2
"550","IVIA53872",15,2,0.105833333333333,0.104833333333333,"X10",0.118166666666667,"PD2+Ca",2
"551","IVIA53872",15,2,0.105833333333333,0.104833333333333,"X11",0.104166666666667,"PD2+Ca",2
"552","IVIA53872",15,2,0.105833333333333,0.104833333333333,"X12",0.103166666666667,"PD2+Ca",2
"553","XF3348",16,2,0.105833333333333,0.104833333333333,"X1",0.0301666666666667,"PD2",2
"554","XF3348",16,2,0.105833333333333,0.104833333333333,"X2",0.0261666666666667,"PD2",2
"555","XF3348",16,2,0.105833333333333,0.104833333333333,"X3",0.0381666666666667,"PD2",2
"556","XF3348",16,2,0.105833333333333,0.104833333333333,"X4",0.0401666666666667,"PD2",2
"557","XF3348",16,2,0.105833333333333,0.104833333333333,"X5",0.0431666666666667,"PD2",2
"558","XF3348",16,2,0.105833333333333,0.104833333333333,"X6",0.0491666666666667,"PD2",2
"559","XF3348",16,2,0.105833333333333,0.104833333333333,"X7",0.0291666666666667,"PD2+Ca",2
"560","XF3348",16,2,0.105833333333333,0.104833333333333,"X8",0.0241666666666667,"PD2+Ca",2
"561","XF3348",16,2,0.105833333333333,0.104833333333333,"X9",0.0271666666666667,"PD2+Ca",2
"562","XF3348",16,2,0.105833333333333,0.104833333333333,"X10",0.0431666666666667,"PD2+Ca",2
"563","XF3348",16,2,0.105833333333333,0.104833333333333,"X11",0.0291666666666667,"PD2+Ca",2
"564","XF3348",16,2,0.105833333333333,0.104833333333333,"X12",0.0201666666666667,"PD2+Ca",2
"565","IVIA5901",17,2,0.105833333333333,0.104833333333333,"X1",0.0121666666666667,"PD2",2
"566","IVIA5901",17,2,0.105833333333333,0.104833333333333,"X2",0.0131666666666667,"PD2",2
"567","IVIA5901",17,2,0.105833333333333,0.104833333333333,"X3",0.0121666666666667,"PD2",2
"568","IVIA5901",17,2,0.105833333333333,0.104833333333333,"X4",0.0111666666666667,"PD2",2
"569","IVIA5901",17,2,0.105833333333333,0.104833333333333,"X5",0.0111666666666667,"PD2",2
"570","IVIA5901",17,2,0.105833333333333,0.104833333333333,"X6",0.0111666666666667,"PD2",2
"571","IVIA5901",17,2,0.105833333333333,0.104833333333333,"X7",0.0101666666666667,"PD2+Ca",2
"572","IVIA5901",17,2,0.105833333333333,0.104833333333333,"X8",0.0101666666666667,"PD2+Ca",2
"573","IVIA5901",17,2,0.105833333333333,0.104833333333333,"X9",0.0111666666666667,"PD2+Ca",2
"574","IVIA5901",17,2,0.105833333333333,0.104833333333333,"X10",0.00916666666666667,"PD2+Ca",2
"575","IVIA5901",17,2,0.105833333333333,0.104833333333333,"X11",0.00916666666666667,"PD2+Ca",2
"576","IVIA5901",17,2,0.105833333333333,0.104833333333333,"X12",0.0111666666666667,"PD2+Ca",2
"577","WM1-1",22,3,0.106166666666667,0.106166666666667,"X1",0.0148333333333333,"PD2",2
"578","WM1-1",22,3,0.106166666666667,0.106166666666667,"X2",0.0108333333333333,"PD2",2
